gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays
Female,Young,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,True,8,2
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Single,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,True,6,6
Male,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,Higher/Sub Degree,English,Mixed,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,20,20
Female,Young,Single,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Young,Single,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,True,40,10
Female,Young,Single,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Widowed,Other/Sub Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,Other,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Young,Married,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,True,5,5
Male,Young,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,True,30,10
Male,Young,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,True,10,10
Male,Young,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/O Level,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Divorced,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Separated,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,True,15,10
Female,Young,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,True,5,10
Male,Young,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,True,20,20
Male,Middle-Aged,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,True,35,35
Female,Middle-Aged,Widowed,No Qualification,British,Asian,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Single,A Levels,Other,Black,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,Other,Black,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,British,Black,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Young,Married,No Qualification,British,Asian,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,20
Male,Middle-Aged,Married,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,True,20,15
Male,Old,Single,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Separated,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Widowed,Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,True,20,20
Female,Middle-Aged,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Divorced,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Divorced,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,GCSE/CSE,Other,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Young,Married,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Old,Widowed,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,True,30,30
Female,Young,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,True,30,10
Male,Young,Married,GCSE/CSE,Other,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Young,Single,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,True,15,15
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,No Qualification,English,White,"28,600 to 36,400",Midlands & East Anglia,True,15,15
Male,Young,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,True,25,20
Female,Young,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Married,A Levels,British,Chinese,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,Black,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,20,20
Female,Middle-Aged,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,True,20,20
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,True,3,0
Female,Middle-Aged,Married,Degree,British,Mixed,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,10
Female,Middle-Aged,Separated,GCSE/CSE,British,Asian,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Married,No Qualification,British,Asian,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,No Qualification,Other,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Single,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,True,20,10
Female,Young,Single,A Levels,English,Asian,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Widowed,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,True,18,10
Male,Old,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,GCSE/CSE,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,True,15,8
Female,Middle-Aged,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,Other/Sub Degree,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/CSE,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Young,Single,Degree,Other,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,True,15,5
Male,Middle-Aged,Separated,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Young,Single,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,True,1,0
Female,Young,Married,Degree,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Single,Degree,British,Asian,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,True,25,25
Female,Old,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,True,30,30
Female,Middle-Aged,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,20
Male,Young,Single,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Young,Single,Degree,British,Black,"10,400 to 15,600",Midlands & East Anglia,True,6,4
Female,Old,Married,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,15
Male,Young,Divorced,Higher/Sub Degree,Other,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,Irish,White,"28,600 to 36,400",Midlands & East Anglia,True,30,30
Female,Young,Married,Higher/Sub Degree,Irish,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Divorced,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Separated,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Young,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,True,10,5
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Married,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,True,20,10
Male,Old,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Old,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Old,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,Other,White,"Above 36,400",London,False,0,0
Female,Young,Married,Other/Sub Degree,English,Mixed,"20,800 to 28,600",London,False,0,0
Male,Middle-Aged,Married,Degree,Welsh,White,"Above 36,400",London,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,British,White,"28,600 to 36,400",London,False,0,0
Male,Young,Separated,Degree,Other,White,"20,800 to 28,600",London,False,0,0
Female,Young,Single,Degree,British,Black,"5,200 to 10,400",London,True,3,3
Female,Young,Single,Degree,British,White,"5,200 to 10,400",London,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Male,Old,Divorced,A Levels,English,White,"10,400 to 15,600",London,False,0,0
Female,Young,Single,Degree,British,White,"15,600 to 20,800",London,False,0,0
Female,Old,Married,No Qualification,British,Asian,"Under 2,600",London,False,0,0
Male,Young,Single,A Levels,British,White,"5,200 to 10,400",London,True,15,15
Male,Middle-Aged,Married,GCSE/O Level,British,Black,"15,600 to 20,800",London,False,0,0
Male,Middle-Aged,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",London,True,20,6
Male,Young,Married,Degree,English,White,"Above 36,400",London,False,0,0
Female,Young,Single,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"Under 2,600",London,True,25,25
Male,Middle-Aged,Married,No Qualification,Other,Chinese,"20,800 to 28,600",London,False,0,0
Female,Old,Single,Higher/Sub Degree,Irish,White,"5,200 to 10,400",London,False,0,0
Female,Young,Single,Degree,British,White,"5,200 to 10,400",London,False,0,0
Female,Old,Divorced,Degree,British,White,"28,600 to 36,400",London,False,0,0
Male,Young,Married,Degree,English,White,"Above 36,400",London,True,1,0
Male,Middle-Aged,Married,Degree,Other,Mixed,"Above 36,400",London,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,False,0,0
Male,Young,Separated,Degree,English,Chinese,"10,400 to 15,600",London,False,0,0
Male,Old,Married,Degree,Welsh,White,"15,600 to 20,800",London,False,0,0
Male,Middle-Aged,Single,Degree,Other,White,"10,400 to 15,600",London,True,8,8
Female,Young,Separated,Higher/Sub Degree,British,White,"Under 2,600",London,False,0,0
Female,Young,Single,Degree,Other,White,"28,600 to 36,400",London,True,10,8
Male,Middle-Aged,Single,Degree,Irish,White,"Above 36,400",London,True,7,2
Female,Middle-Aged,Single,No Qualification,Other,Black,"2,600 to 5,200",London,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",London,True,10,10
Female,Young,Divorced,No Qualification,English,White,"2,600 to 5,200",London,True,30,20
Male,Young,Single,Degree,British,Chinese,"2,600 to 5,200",London,False,0,0
Male,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",London,True,25,25
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",London,True,10,10
Male,Young,Single,A Levels,Irish,White,"28,600 to 36,400",London,True,10,6
Male,Young,Single,No Qualification,British,Chinese,"10,400 to 15,600",London,False,0,0
Female,Middle-Aged,Divorced,No Qualification,Other,White,"5,200 to 10,400",London,False,0,0
Male,Young,Single,Degree,English,White,"Above 36,400",London,True,20,20
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,True,3,3
Female,Old,Single,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",London,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"Under 2,600",London,True,10,10
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",London,False,0,0
Male,Young,Separated,Other/Sub Degree,Other,White,"2,600 to 5,200",London,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Female,Young,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,True,6,0
Female,Young,Single,A Levels,Other,White,"5,200 to 10,400",London,False,0,0
Male,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Female,Young,Separated,ONC/BTEC,Other,Black,"5,200 to 10,400",London,False,0,0
Male,Young,Single,GCSE/O Level,Irish,White,"20,800 to 28,600",London,True,0,7
Male,Young,Married,GCSE/CSE,British,Asian,"5,200 to 10,400",London,False,0,0
Female,Old,Widowed,No Qualification,Other,White,"2,600 to 5,200",London,False,0,0
Female,Old,Divorced,No Qualification,Other,White,"10,400 to 15,600",London,True,5,4
Male,Middle-Aged,Single,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",London,False,0,0
Male,Old,Single,No Qualification,British,White,"5,200 to 10,400",London,True,30,30
Male,Middle-Aged,Single,ONC/BTEC,British,White,"20,800 to 28,600",London,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Male,Middle-Aged,Married,A Levels,English,White,"20,800 to 28,600",London,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Male,Young,Married,No Qualification,English,White,"15,600 to 20,800",London,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,Other,White,"15,600 to 20,800",London,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",London,False,0,0
Male,Old,Married,Degree,British,Asian,"10,400 to 15,600",London,True,5,55
Male,Old,Married,Other/Sub Degree,Other,Asian,"10,400 to 15,600",London,False,0,0
Male,Middle-Aged,Married,No Qualification,British,White,"15,600 to 20,800",London,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",London,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"2,600 to 5,200",London,True,10,1
Female,Old,Married,No Qualification,English,White,"Under 2,600",London,False,0,0
Male,Old,Married,Other/Sub Degree,British,White,"2,600 to 5,200",London,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"Under 2,600",London,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"Under 2,600",London,False,0,0
Male,Old,Married,Degree,British,Asian,"5,200 to 10,400",London,False,0,0
Female,Young,Married,GCSE/CSE,English,White,"20,800 to 28,600",London,False,0,0
Female,Young,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",London,False,0,0
Female,Young,Married,GCSE/CSE,British,White,"Under 2,600",London,True,5,1
Female,Young,Married,Degree,English,White,"10,400 to 15,600",London,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Female,Middle-Aged,Married,GCSE/CSE,English,White,"5,200 to 10,400",London,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,False,0,0
Female,Young,Single,Degree,Welsh,White,"20,800 to 28,600",London,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"Under 2,600",London,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"Above 36,400",London,False,0,0
Female,Middle-Aged,Separated,GCSE/O Level,English,White,"15,600 to 20,800",London,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"5,200 to 10,400",London,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,True,0,3
Female,Young,Married,A Levels,English,White,"10,400 to 15,600",London,False,0,0
Female,Middle-Aged,Divorced,No Qualification,British,White,"15,600 to 20,800",London,False,0,0
Female,Middle-Aged,Single,No Qualification,English,White,"2,600 to 5,200",London,True,4,4
Female,Middle-Aged,Divorced,Higher/Sub Degree,English,White,"2,600 to 5,200",London,False,0,0
Female,Young,Married,A Levels,Irish,White,"Above 36,400",London,False,0,0
Female,Middle-Aged,Single,Other/Sub Degree,Irish,White,"2,600 to 5,200",London,False,0,0
Male,Young,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"28,600 to 36,400",London,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",London,True,10,10
Female,Young,Single,GCSE/O Level,English,White,"10,400 to 15,600",London,False,0,0
Female,Old,Widowed,GCSE/CSE,British,White,"Under 2,600",London,False,0,0
Male,Old,Married,No Qualification,British,White,"Above 36,400",London,False,0,0
Male,Old,Married,No Qualification,English,White,"20,800 to 28,600",London,False,0,0
Female,Old,Married,Degree,Scottish,White,"10,400 to 15,600",London,True,16,16
Male,Young,Single,ONC/BTEC,English,White,"20,800 to 28,600",London,True,15,15
Female,Young,Single,A Levels,English,White,"Under 2,600",London,False,0,0
Female,Old,Widowed,GCSE/O Level,Irish,White,"10,400 to 15,600",London,True,7,7
Female,Middle-Aged,Married,Degree,British,White,"20,800 to 28,600",London,True,20,20
Female,Middle-Aged,Married,Degree,British,White,"20,800 to 28,600",London,False,0,0
Female,Young,Single,Degree,English,Mixed,"20,800 to 28,600",London,True,15,15
Female,Young,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",London,False,0,0
Female,Young,Single,Degree,Other,Black,"2,600 to 5,200",London,False,0,0
Female,Middle-Aged,Divorced,Other/Sub Degree,British,Chinese,"Under 2,600",London,True,15,10
Male,Young,Single,GCSE/O Level,English,White,"15,600 to 20,800",London,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,Other,White,"Under 2,600",London,False,0,0
